step,trust,system_performance,voter_satisfaction,representativity,equity_dimension_var,party_position_stability,declared_real_distance,discovered_inconsistency,latent_inconsistency,mean_electoral_support,bills_passed,total_bills,pass_rate,ai_proportion,transparency,transparency_input,transparency_process,transparency_output,party_positions,scenario_id,replicate,seed,num_parties,num_seats,num_voters,dimension,adapt_threshold,adapt_rate
34,0.8188237582615583,0.6566939853507472,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,9,34,0.2647058823529412,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
35,0.8188237582615583,0.665097346695285,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,10,35,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
36,0.8188237582615583,0.6619227435206818,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,10,36,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
37,0.8188237582615583,0.6697305513284897,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,11,37,0.2972972972972973,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
38,0.8188237582615583,0.6771274218832549,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,12,38,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
39,0.8188237582615583,0.6738885554864937,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,12,39,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
40,0.8188237582615583,0.6808116324095708,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,13,40,0.325,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
41,0.8188237582615583,0.6776409007022537,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,13,41,0.3170731707317073,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
42,0.8188237582615583,0.6746211562190945,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,13,42,0.30952380952380953,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
43,0.8188237582615583,0.6717418649677103,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,13,43,0.3023255813953488,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
44,0.8188237582615583,0.6689934505913888,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,13,44,0.29545454545454547,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
45,0.8188237582615583,0.6663671879651263,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,13,45,0.28888888888888886,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
46,0.8188237582615583,0.6725507628443533,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,14,46,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
47,0.8188237582615583,0.6784712068776558,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,15,47,0.3191489361702128,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
48,0.8188237582615583,0.6758116324095707,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,15,48,0.3125,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
49,0.8188237582615583,0.6732606120014075,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,15,49,0.30612244897959184,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
50,0.8188237582615583,0.6708116324095708,0.6478072286624851,0.4259837590399897,0.026332056495249823,0.0,0.35426547670241665,0.0,0.35426547670241665,-0.7375543360114999,15,50,0.3,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.39639707844529826, -1.0613834506677324, 0.18530321877611605], 'real_vector': [0.6696842973312989, -0.7904077912602605, 0.4892809633590356], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [0.1307595694294032, 0.009340379894266013, 0.5313903139850769], 'real_vector': [-0.18185478027820268, 0.01980481917921284, 0.4202959866541469], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [-0.08048125500694271, -0.6056043892869569, -0.4478054939110463], 'real_vector': [-0.14469695787678205, -0.7730725977600592, -0.5642022613069517], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-0.9651437055121015, 0.08254111071898762, 0.5057636599497914], 'real_vector': [-0.721707496030193, -0.08259185938927494, 0.7477263703126364], 'inconsistency': 0.0}]",0,2,44,4,40,100,3,1.0,0.2
1,0.8219728697691354,0.5483141593512063,0.5850415379842677,0.4476125101780972,0.010302787835632368,0.0,0.3220763354340279,0.0,0.3220763354340279,-0.818532197423893,0,1,0.0,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.9572246016298738, -0.05923274320585592, -0.5635386546161122], 'real_vector': [0.9780230269512002, 0.09908945368945088, -0.4371053960898743], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [-0.6809660416239923, -0.6892840456918545, 0.441804474185834], 'real_vector': [-0.6733511035834665, -0.7680985770041111, 0.25478336540885205], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [0.8511240860831479, 0.31995884851781453, 0.25372800221613073], 'real_vector': [0.9814433695156002, -0.05929850319242913, 0.23658896713471633], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.1466940297034744, -0.6674792160233571, -0.32165792514780117], 'real_vector': [-0.7750782084080108, -0.5460904213154283, -0.042895390676610745], 'inconsistency': 0.0}]",0,3,45,4,40,100,3,1.0,0.2
2,0.8219728697691354,0.5483141593512063,0.5850415379842677,0.4476125101780972,0.010302787835632368,0.0,0.3220763354340279,0.0,0.3220763354340279,-0.818532197423893,0,2,0.0,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.9572246016298738, -0.05923274320585592, -0.5635386546161122], 'real_vector': [0.9780230269512002, 0.09908945368945088, -0.4371053960898743], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [-0.6809660416239923, -0.6892840456918545, 0.441804474185834], 'real_vector': [-0.6733511035834665, -0.7680985770041111, 0.25478336540885205], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [0.8511240860831479, 0.31995884851781453, 0.25372800221613073], 'real_vector': [0.9814433695156002, -0.05929850319242913, 0.23658896713471633], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.1466940297034744, -0.6674792160233571, -0.32165792514780117], 'real_vector': [-0.7750782084080108, -0.5460904213154283, -0.042895390676610745], 'inconsistency': 0.0}]",0,3,45,4,40,100,3,1.0,0.2
3,0.8219728697691354,0.5483141593512063,0.5850415379842677,0.4476125101780972,0.010302787835632368,0.0,0.3220763354340279,0.0,0.3220763354340279,-0.818532197423893,0,3,0.0,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.9572246016298738, -0.05923274320585592, -0.5635386546161122], 'real_vector': [0.9780230269512002, 0.09908945368945088, -0.4371053960898743], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [-0.6809660416239923, -0.6892840456918545, 0.441804474185834], 'real_vector': [-0.6733511035834665, -0.7680985770041111, 0.25478336540885205], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [0.8511240860831479, 0.31995884851781453, 0.25372800221613073], 'real_vector': [0.9814433695156002, -0.05929850319242913, 0.23658896713471633], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.1466940297034744, -0.6674792160233571, -0.32165792514780117], 'real_vector': [-0.7750782084080108, -0.5460904213154283, -0.042895390676610745], 'inconsistency': 0.0}]",0,3,45,4,40,100,3,1.0,0.2
4,0.8219728697691354,0.6483141593512063,0.5850415379842677,0.4476125101780972,0.010302787835632368,0.0,0.3220763354340279,0.0,0.3220763354340279,-0.818532197423893,1,4,0.25,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.9572246016298738, -0.05923274320585592, -0.5635386546161122], 'real_vector': [0.9780230269512002, 0.09908945368945088, -0.4371053960898743], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [-0.6809660416239923, -0.6892840456918545, 0.441804474185834], 'real_vector': [-0.6733511035834665, -0.7680985770041111, 0.25478336540885205], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [0.8511240860831479, 0.31995884851781453, 0.25372800221613073], 'real_vector': [0.9814433695156002, -0.05929850319242913, 0.23658896713471633], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.1466940297034744, -0.6674792160233571, -0.32165792514780117], 'real_vector': [-0.7750782084080108, -0.5460904213154283, -0.042895390676610745], 'inconsistency': 0.0}]",0,3,45,4,40,100,3,1.0,0.2
5,0.8219728697691354,0.6283141593512063,0.5850415379842677,0.4476125101780972,0.010302787835632368,0.0,0.3220763354340279,0.0,0.3220763354340279,-0.818532197423893,1,5,0.2,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.9572246016298738, -0.05923274320585592, -0.5635386546161122], 'real_vector': [0.9780230269512002, 0.09908945368945088, -0.4371053960898743], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [-0.6809660416239923, -0.6892840456918545, 0.441804474185834], 'real_vector': [-0.6733511035834665, -0.7680985770041111, 0.25478336540885205], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [0.8511240860831479, 0.31995884851781453, 0.25372800221613073], 'real_vector': [0.9814433695156002, -0.05929850319242913, 0.23658896713471633], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.1466940297034744, -0.6674792160233571, -0.32165792514780117], 'real_vector': [-0.7750782084080108, -0.5460904213154283, -0.042895390676610745], 'inconsistency': 0.0}]",0,3,45,4,40,100,3,1.0,0.2
6,0.8219728697691354,0.6816474926845397,0.5850415379842677,0.4476125101780972,0.010302787835632368,0.0,0.3220763354340279,0.0,0.3220763354340279,-0.818532197423893,2,6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.9572246016298738, -0.05923274320585592, -0.5635386546161122], 'real_vector': [0.9780230269512002, 0.09908945368945088, -0.4371053960898743], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [-0.6809660416239923, -0.6892840456918545, 0.441804474185834], 'real_vector': [-0.6733511035834665, -0.7680985770041111, 0.25478336540885205], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [0.8511240860831479, 0.31995884851781453, 0.25372800221613073], 'real_vector': [0.9814433695156002, -0.05929850319242913, 0.23658896713471633], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.1466940297034744, -0.6674792160233571, -0.32165792514780117], 'real_vector': [-0.7750782084080108, -0.5460904213154283, -0.042895390676610745], 'inconsistency': 0.0}]",0,3,45,4,40,100,3,1.0,0.2
7,0.8219728697691354,0.6625998736369205,0.5850415379842677,0.4476125101780972,0.010302787835632368,0.0,0.3220763354340279,0.0,0.3220763354340279,-0.818532197423893,2,7,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.9572246016298738, -0.05923274320585592, -0.5635386546161122], 'real_vector': [0.9780230269512002, 0.09908945368945088, -0.4371053960898743], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [-0.6809660416239923, -0.6892840456918545, 0.441804474185834], 'real_vector': [-0.6733511035834665, -0.7680985770041111, 0.25478336540885205], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [0.8511240860831479, 0.31995884851781453, 0.25372800221613073], 'real_vector': [0.9814433695156002, -0.05929850319242913, 0.23658896713471633], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.1466940297034744, -0.6674792160233571, -0.32165792514780117], 'real_vector': [-0.7750782084080108, -0.5460904213154283, -0.042895390676610745], 'inconsistency': 0.0}]",0,3,45,4,40,100,3,1.0,0.2
8,0.8219728697691354,0.6483141593512063,0.5850415379842677,0.4476125101780972,0.010302787835632368,0.0,0.3220763354340279,0.0,0.3220763354340279,-0.818532197423893,2,8,0.25,0.0,0.0,0.0,0.0,0.0,"[{'party': 'Party 0', 'declared_vector': [0.9572246016298738, -0.05923274320585592, -0.5635386546161122], 'real_vector': [0.9780230269512002, 0.09908945368945088, -0.4371053960898743], 'inconsistency': 0.0}, {'party': 'Party 1', 'declared_vector': [-0.6809660416239923, -0.6892840456918545, 0.441804474185834], 'real_vector': [-0.6733511035834665, -0.7680985770041111, 0.25478336540885205], 'inconsistency': 0.0}, {'party': 'Party 2', 'declared_vector': [0.8511240860831479, 0.31995884851781453, 0.25372800221613073], 'real_vector': [0.9814433695156002, -0.05929850319242913, 0.23658896713471633], 'inconsistency': 0.0}, {'party': 'Party 3', 'declared_vector': [-1.1466940297034744, -0.6674792160233571, -0.32165792514780117], 'real_vector': [-0.7750782084080108, -0.5460904213154283, -0.042895390676610745], 'inconsistency': 0.0}]",0,3,45,4,40,100,3,1.0,0.2
